Loci,Replicate,Final_fitness,Final_genome_size
75,1,35.919513609661806,72.999
100,1,47.465005002571246,96.998
75,2,33.80885154017041,75.001
100,2,49.27799073644276,97.0
75,3,72.43283296721637,73.0
100,3,44.16779136798155,99.0
75,4,40.79133043583512,71.0
100,4,99.72220730699395,97.0
75,5,34.739212705372196,74.0
100,5,46.74317524706136,97.0
75,6,52.625781416032574,73.999
100,6,71.80137756630924,95.0
75,7,72.36033041103647,76.0
100,7,36.11964308120569,97.0
75,8,68.6330396606206,75.0
100,8,47.27649189947359,95.0
75,9,101.79828809502563,75.0
100,9,44.15546959610939,99.999
75,10,43.887033606741134,76.0
100,10,70.8466349881007,95.999
75,11,46.54592069815209,75.999
100,11,69.37676333931321,98.0
75,12,55.23792387071811,77.0
100,12,35.9604003866146,99.0
75,13,86.49832063878274,76.0
100,13,48.99515915621551,94.0
75,14,49.389377352242136,74.0
100,14,47.929325669709,98.0
75,15,51.732420357924944,76.0
100,15,50.606877013813154,97.0
75,16,54.01426785479664,72.0
100,16,107.70043318697424,97.0
75,17,45.1523364632923,73.0
100,17,68.43631549823303,93.0
75,18,61.691989037699905,74.0
100,18,50.3874077873972,96.999
75,19,36.1446017109449,73.0
100,19,65.96637158373261,99.0
75,20,57.21596584753316,73.0
100,20,60.16874687029877,97.999
75,21,58.22949262668385,71.001
100,21,37.11493159615184,97.0
75,22,64.84382042027255,73.0
100,22,74.36154063425667,95.0
75,23,73.55758413473748,74.0
100,23,64.27861656818465,98.0
75,24,43.758494387747206,71.001
100,24,83.33150609215201,96.0
75,25,32.10912905884568,73.0
100,25,40.753523669595886,97.999
75,26,85.75476015919769,72.0
100,26,52.212499292074746,94.0
75,27,66.09726548385349,74.0
100,27,38.45882181646842,96.999
75,28,51.53364165286945,72.0
100,28,44.15546959610939,100.0
75,29,44.02393560388913,74.0
100,29,65.32295621318374,96.0
75,30,68.18685398379726,74.0
100,30,76.98947490677108,96.999
75,31,52.13070893719604,72.0
100,31,82.45410785383737,93.999
75,32,51.15721399935896,72.001
100,32,57.34121189208574,96.002
75,33,45.098214467503524,73.001
100,33,60.185280841406346,96.0
75,34,52.630489912692944,74.0
100,34,44.15546959610939,100.0
75,35,58.30050222140717,73.0
100,35,113.47570747472409,97.0
75,36,49.586869742129956,73.999
100,36,67.74380087778955,96.999
75,37,41.16939932682756,74.0
100,37,36.178420301446245,93.998
75,38,43.12085831072685,73.0
100,38,65.96637158373261,99.0
75,39,32.8540202618606,74.001
100,39,44.15546959610939,100.0
75,40,86.36095134259045,74.0
100,40,65.96637158373261,99.0
75,41,60.84815388388271,72.0
100,41,112.37861563108069,95.0
75,42,48.15101654689086,72.999
100,42,74.92722933300335,97.0
75,43,35.351199730766204,68.001
100,43,63.60025252669631,93.0
75,44,77.36539915066422,74.0
100,44,43.68914769095813,96.0
75,45,67.8505504761907,77.0
100,45,65.96637158373261,99.0
75,46,51.49367263742633,71.0
100,46,43.50479853355407,96.999
75,47,33.70111366952529,70.999
100,47,48.42169505431699,97.0
75,48,44.92711492318861,72.0
100,48,47.929325669709,98.0
75,49,59.42408040686389,75.999
100,49,44.15546959610939,100.0
75,50,50.43227327803615,74.0
100,50,75.52530838312327,97.0
75,51,65.93958599802004,75.0
100,51,54.26313696657863,98.0
75,52,42.48728686384926,73.0
100,52,53.23277658209943,98.0
75,53,69.50198287679699,74.0
100,53,75.33873344256986,98.0
75,54,61.43693937434578,73.0
100,54,63.86875603025037,98.0
75,55,53.084159599042316,71.0
100,55,60.79964936969641,95.999
75,56,57.52524523331556,75.0
100,56,56.23755960291429,97.0
75,57,35.42218196427379,70.0
100,57,32.05697177120521,95.0
75,58,54.352969407726356,74.0
100,58,45.894113657630925,95.999
75,59,60.54863020566755,74.0
100,59,45.51366193395654,96.998
75,60,39.427345190517364,73.999
100,60,46.979160481651654,96.0
75,61,50.57937818530677,73.998
100,61,39.11942222507559,97.0
75,62,31.726401481363173,75.0
100,62,55.859132266134544,97.0
75,63,114.07054166090319,75.0
100,63,44.15546959610939,99.998
75,64,44.10114868050955,73.0
100,64,64.28864897168982,97.999
75,65,34.939860437156646,71.001
100,65,49.46208437730871,96.999
75,66,49.325414787533745,73.0
100,66,55.03042024912147,96.0
75,67,48.093868026454,75.0
100,67,58.92900033983075,96.0
75,68,44.69751039542385,73.001
100,68,65.96637158373261,99.0
75,69,31.63072944282751,75.001
100,69,38.53471873902107,95.0
75,70,45.39339402021966,75.0
100,70,41.46777651814723,98.0
75,71,41.46903364961147,70.0
100,71,91.05545938312687,98.0
75,72,75.1173069534253,73.0
100,72,39.475691722692574,98.0
75,73,118.9409051199093,75.0
100,73,36.88487570629481,98.999
75,74,54.51566098787405,71.0
100,74,50.55954944317182,97.0
75,75,42.9579331185886,72.999
100,75,55.46926090183829,97.999
75,76,40.11530312464583,72.001
100,76,51.15218583009717,97.999
75,77,45.42396990550077,73.0
100,77,65.96637158373261,99.0
75,78,44.84872450234249,72.0
100,78,41.35344467077664,99.0
75,79,86.38863498309964,73.998
100,79,51.997317319835695,94.999
75,80,82.43949680377379,72.0
100,80,60.16874687029877,98.0
75,81,40.722865334429,72.0
100,81,65.96637158373261,99.0
75,82,91.99596435298103,71.0
100,82,46.59507273027377,97.0
75,83,27.40714684191859,70.0
100,83,64.28864897168982,98.0
75,84,49.13194899423916,73.0
100,84,55.46926090183829,98.0
75,85,94.17543397789018,73.0
100,85,67.85395380571909,97.0
75,86,60.551626808675515,75.0
100,86,44.16779136798155,99.0
75,87,33.326142938766445,73.0
100,87,54.15400827991516,97.0
75,88,62.42215014417808,76.0
100,88,52.580229589596165,99.0
75,89,54.946912258150654,73.0
100,89,53.830437494714346,97.0
75,90,55.76747307674678,72.0
100,90,44.80496962137266,98.0
75,91,31.72779471040234,72.0
100,91,36.594044456186005,98.999
75,92,61.47542170260649,72.0
100,92,47.46003676085639,99.0
75,93,53.50319041136294,75.0
100,93,74.0763743526544,95.0
75,94,44.165842606923945,75.0
100,94,85.28662130954751,97.0
75,95,68.55122647980721,75.0
100,95,56.60984678650695,97.999
75,96,42.09489498904633,73.001
100,96,39.55775172308645,97.0
75,97,44.90501973600147,73.0
100,97,33.85987140258708,97.0
75,98,52.228897314753745,75.0
100,98,46.012137419999455,96.998
75,99,54.489346043186885,71.999
100,99,114.2184212742013,98.0
75,100,46.76570744253067,75.0
100,100,40.325013972059175,93.0
75,101,133.61389467522534,70.0
100,101,50.51760452435683,98.999
75,102,42.970856378088364,75.999
100,102,36.2343619561975,97.999
75,103,48.940600601000526,74.0
100,103,52.346907456423835,97.999
75,104,62.319341187136935,76.0
100,104,70.18686344246643,94.0
75,105,42.94399401729953,71.0
100,105,65.96637158373261,99.0
75,106,49.28362832837845,70.0
100,106,49.12507807733689,99.0
75,107,39.27981614137807,73.999
100,107,48.48636891953772,98.0
75,108,33.738517334703985,73.0
100,108,64.06753820262576,95.0
75,109,43.33063433255794,73.001
100,109,65.96637158373261,98.998
75,110,61.44766620486454,70.0
100,110,48.80568756695353,96.0
75,111,54.57563632250118,72.0
100,111,64.73057947309945,98.0
75,112,51.95657598394658,72.0
100,112,68.1133648255028,97.0
75,113,52.872541575382904,73.0
100,113,43.65757286135447,98.0
75,114,35.714185399316996,71.001
100,114,46.84398054691149,97.0
75,115,37.39133651643564,74.0
100,115,45.88803430187088,95.999
75,116,78.66006975100258,75.0
100,116,44.16779136798155,98.999
75,117,50.080034038460646,72.999
100,117,45.94190275044236,97.0
75,118,52.49379620791557,73.0
100,118,49.66392273511404,97.0
75,119,39.77338679051985,71.001
100,119,49.27626205692022,96.999
75,120,44.892139609983474,73.999
100,120,44.15546959610939,100.0
75,121,52.67963256005351,67.999
100,121,65.96637158373261,99.0
75,122,54.363302441739435,74.0
100,122,43.469231357631834,96.0
75,123,58.57399210894733,76.0
100,123,28.309846982498282,99.0
75,124,45.59041605532479,74.0
100,124,44.16779136798155,99.0
75,125,52.263701188122134,72.0
100,125,57.34121189208574,96.001
75,126,51.332786098399794,74.0
100,126,45.62854064953501,95.999
75,127,50.737332105098716,72.998
100,127,46.758273830324974,97.0
75,128,66.19671446525896,74.0
100,128,45.62854064953501,96.0
75,129,47.544184714512255,74.0
100,129,57.34121189208574,96.0
75,130,35.49942562949673,71.999
100,130,76.38806247832743,97.0
75,131,54.8614599987354,73.0
100,131,70.8466349881007,96.0
75,132,42.679489990481315,75.0
100,132,51.20074809447967,97.0
75,133,64.67492240229736,70.0
100,133,44.561522442090954,98.999
75,134,39.4628202568509,74.0
100,134,55.66863990521892,100.0
75,135,36.8732921511869,75.0
100,135,47.996803516223274,97.0
75,136,51.75469863804774,73.0
100,136,83.84421913498554,95.0
75,137,54.618288399679535,75.0
100,137,64.28864897168982,98.0
75,138,47.445947649814556,75.0
100,138,33.08233730899729,98.0
75,139,104.80443480169366,76.0
100,139,40.48053803072454,96.0
75,140,34.13011353935346,77.0
100,140,40.16538038981078,98.0
75,141,52.26408140008682,76.0
100,141,54.15400827991516,96.999
75,142,69.01704953629925,74.0
100,142,71.38603394269273,94.0
75,143,54.75702528782701,71.0
100,143,65.96637158373261,99.0
75,144,55.06173924374752,74.0
100,144,173.94993463852165,96.0
75,145,45.08034936926261,73.999
100,145,64.28864897168982,97.999
75,146,68.09400692427246,73.0
100,146,65.96637158373261,99.0
75,147,41.748931570851646,72.0
100,147,43.379267269636706,97.0
75,148,106.14741343243446,74.0
100,148,51.88010725373006,96.0
75,149,53.05454287829849,72.002
100,149,47.531491882959294,95.999
75,150,42.332766214736964,76.997
100,150,59.940147886825095,97.0
75,151,51.18743088158056,76.0
100,151,61.38510643836422,94.0
75,152,53.66713330815457,74.0
