Loci,Replicate,Final_fitness,Final_genome_size
1,1,3.516027342747951,11.037
25,1,5.80555110037358,30.02
50,1,10.055320173574497,52.987
75,1,10.810695367995246,68.99
100,1,30.81909009170522,92.974
1,2,2.2277132021105275,8.011
25,2,5.492136507441463,28.017
50,2,9.622500044667392,52.988
75,2,14.537716942729993,71.989
100,2,24.50236538071265,87.992
1,3,4.801762670629945,17.013
25,3,2.1953536996640937,27.009
50,3,10.079322715982242,53.008
75,3,9.005445831261701,66.986
100,3,31.179137391770084,86.987
1,4,5.884260466316831,18.0
25,4,5.242531374568644,30.015
50,4,12.896209669607687,56.002
75,4,14.28082175487829,69.998
100,4,35.45496747816207,86.992
1,5,2.557266951676615,10.048
25,5,3.224497619569159,32.014
50,5,9.282404811765193,49.997
75,5,17.18846011440338,66.977
100,5,31.903585446645497,88.952
1,6,3.690385703412962,14.018
25,6,5.677478958863099,40.009
50,6,4.671305807756996,51.01
75,6,11.90456029862796,70.993
100,6,29.191544674002458,94.98
1,7,1.7914523933665705,6.032
25,7,3.42050739545773,33.026
50,7,6.133255035365489,43.99
75,7,16.093927864014056,74.99
100,7,13.731513149398241,92.984
1,8,2.0353485116936025,7.012
25,8,3.320077960864372,34.011
50,8,3.6908767924061903,48.004
75,8,13.627342359144135,67.997
100,8,33.956680868652796,85.999
1,9,2.827782945746579,12.024
25,9,3.8382209971704517,31.005
50,9,5.1276487053297055,49.024
75,9,11.891004876998114,68.998
100,9,22.58962217594271,89.989
1,10,4.11499127915592,17.015
25,10,3.686680732385842,33.008
50,10,9.222585394544293,51.998
75,10,18.945109145375305,71.992
100,10,26.266487115133643,91.972
1,11,2.0143992464289733,6.044
25,11,2.332763251541234,25.009
50,11,7.6487561102069686,47.001
75,11,10.103741463789548,71.989
100,11,26.530427192154235,87.977
1,12,1.7333985583247082,5.045
25,12,2.4157669487502935,25.012
50,12,12.368231451213376,54.998
75,12,18.18398307143237,74.988
100,12,25.392889172539142,91.964
1,13,2.6145636411516127,10.009
25,13,2.5753138059163465,26.019
50,13,7.413604478699473,47.985
75,13,16.290129005043045,67.972
100,13,12.66026567724452,92.986
1,14,2.714536323009446,16.011
25,14,4.257460140511394,26.016
50,14,5.442944809545007,50.006
75,14,13.154304415660759,73.001
100,14,28.323393818608448,85.986
1,15,4.437559956799167,20.006
25,15,3.6994223385040756,30.008
50,15,6.869599253113692,47.013
75,15,21.313958161858285,67.988
100,15,18.805287339565165,90.985
1,16,4.0249980133753605,13.018
25,16,3.454560947023493,30.991
50,16,17.955008915985267,53.994
75,16,16.98718399910532,69.999
100,16,29.516882581532965,90.978
1,17,3.2411730914329335,10.03
25,17,2.86674954197611,27.018
50,17,12.019192297907532,53.004
75,17,6.742782695521022,70.994
100,17,30.694079761683803,86.985
1,18,2.218975466042246,14.01
25,18,5.182653672407922,31.008
50,18,8.638014210219104,44.994
75,18,14.255641414850157,74.999
100,18,22.337893770663175,83.976
1,19,2.11263201798979,8.022
25,19,2.007247863179454,27.012
