Loci,Replicate,loci_diff,Final_fitness,Max_fitness,Generation
10,3,0,17.67630739501381,17.67630739501381,500
10,3,0,17.67630739501381,17.67630739501381,800
10,3,0,17.67630739501381,17.67630739501381,1000
10,3,0,17.67630739501381,17.67630739501381,1500
10,3,0,17.67630739501381,17.67630739501381,2000
25,3,5,185.43525090498662,479.0588189300719,100
25,3,2,440.03266674206185,479.0588189300719,200
25,3,2,440.03266674206185,479.0588189300719,300
25,3,1,460.3077260817249,479.0588189300719,500
25,3,0,479.0588189300723,479.0588189300719,800
25,3,0,479.0588189300723,479.0588189300719,1000
25,3,0,479.0588189300723,479.0588189300719,1500
25,3,0,479.0588189300723,479.0588189300719,2000
50,3,13,2.9193801845922642e6,7.744850011256455e7,100
50,3,5,4.807303600087375e7,7.744850011256455e7,200
50,3,2,6.720928413862716e7,7.744850011256455e7,300
50,3,0,7.744850011256455e7,7.744850011256455e7,500
50,3,0,7.744850011256455e7,7.744850011256455e7,800
50,3,0,7.744850011256455e7,7.744850011256455e7,1000
50,3,0,7.744850011256455e7,7.744850011256455e7,1500
50,3,0,7.744850011256455e7,7.744850011256455e7,2000
100,3,36,1.3665527547889214e12,1.1293643609073609e19,100
100,3,24,1.884817447396759e16,1.1293643609073609e19,200
100,3,17,5.508315920687515e17,1.1293643609073609e19,300
100,3,10,4.0813151728703764e18,1.1293643609073609e19,500
100,3,1,1.0681599200976415e19,1.1293643609073609e19,800
100,3,1,1.0681599200976415e19,1.1293643609073609e19,1000
100,3,0,1.1293643609073527e19,1.1293643609073609e19,1500
100,3,0,1.1293643609073527e19,1.1293643609073609e19,2000
5,4,0,6.5140694846315865,6.5140694846315865,100
5,4,0,6.5140694846315865,6.5140694846315865,200
5,4,0,6.5140694846315865,6.5140694846315865,300
5,4,0,6.5140694846315865,6.5140694846315865,500
5,4,0,6.5140694846315865,6.5140694846315865,800
5,4,0,6.5140694846315865,6.5140694846315865,1000
5,4,0,6.5140694846315865,6.5140694846315865,1500
5,4,0,6.5140694846315865,6.5140694846315865,2000
10,4,1,58.08005422759168,62.305748307305436,100
10,4,0,62.305748307305436,62.305748307305436,200
10,4,0,62.305748307305436,62.305748307305436,300
10,4,0,62.305748307305436,62.305748307305436,500
10,4,0,62.305748307305436,62.305748307305436,800
10,4,0,62.305748307305436,62.305748307305436,1000
10,4,0,62.305748307305436,62.305748307305436,1500
10,4,0,62.305748307305436,62.305748307305436,2000
25,4,4,472311.0195329757,953791.5134877473,100
25,4,2,725223.1625364331,953791.5134877473,200
25,4,1,889103.5631569449,953791.5134877473,300
25,4,0,953791.5134877473,953791.5134877473,500
25,4,0,953791.5134877473,953791.5134877473,800
25,4,0,953791.5134877473,953791.5134877473,1000
25,4,0,953791.5134877473,953791.5134877473,1500
25,4,0,953791.5134877473,953791.5134877473,2000
50,4,15,8.4237393139109e8,4.7837175345264105e11,100
50,4,7,1.1152940962608817e11,4.7837175345264105e11,200
50,4,4,2.5970124672535315e11,4.7837175345264105e11,300
50,4,1,4.2777827592133246e11,4.7837175345264105e11,500
50,4,0,4.7837175345264105e11,4.7837175345264105e11,800
50,4,0,4.7837175345264105e11,4.7837175345264105e11,1000
50,4,0,4.7837175345264105e11,4.7837175345264105e11,1500
50,4,0,4.7837175345264105e11,4.7837175345264105e11,2000
100,4,34,1.9004010359675598e13,1.8045772719331357e20,100
100,4,20,2.5841285170660438e17,1.8045772719331357e20,200
100,4,13,1.0034174375881187e19,1.8045772719331357e20,300
100,4,3,1.3165332055133507e20,1.8045772719331357e20,500
100,4,1,1.6821874170391026e20,1.8045772719331357e20,800
100,4,0,1.80457727193311e20,1.8045772719331357e20,1000
100,4,0,1.80457727193311e20,1.8045772719331357e20,1500
100,4,0,1.80457727193311e20,1.8045772719331357e20,2000
1,5,0,1.4596138722039738,1.4596138722039738,100
1,5,0,1.4596138722039738,1.4596138722039738,200
1,5,0,1.4596138722039738,1.4596138722039738,300
1,5,0,1.4596138722039738,1.4596138722039738,500
1,5,0,1.4596138722039738,1.4596138722039738,800
1,5,0,1.4596138722039738,1.4596138722039738,1000
1,5,0,1.4596138722039738,1.4596138722039738,1500
1,5,0,1.4596138722039738,1.4596138722039738,2000
5,5,0,81.98512942221531,81.98512942221531,100
5,5,0,81.98512942221531,81.98512942221531,200
5,5,0,81.98512942221531,81.98512942221531,300
5,5,0,81.98512942221531,81.98512942221531,500
5,5,0,81.98512942221531,81.98512942221531,800
5,5,0,81.98512942221531,81.98512942221531,1000
5,5,0,81.98512942221531,81.98512942221531,1500
5,5,0,81.98512942221531,81.98512942221531,2000
10,5,1,253.38597551166265,254.8702668512498,100
10,5,1,253.38597551166265,254.8702668512498,200
10,5,1,253.38597551166265,254.8702668512498,300
10,5,1,253.38597551166265,254.8702668512498,500
10,5,1,253.38597551166265,254.8702668512498,800
10,5,1,253.38597551166265,254.8702668512498,1000
10,5,1,253.38597551166265,254.8702668512498,1500
10,5,0,254.8702668512498,254.8702668512498,2000
25,5,4,435351.41417743725,1.0905333805844367e6,100
25,5,1,1.0841824269313125e6,1.0905333805844367e6,200
25,5,1,1.0841824269313125e6,1.0905333805844367e6,300
25,5,1,1.0841824269313125e6,1.0905333805844367e6,500
25,5,1,1.0841824269313125e6,1.0905333805844367e6,800
25,5,1,1.0841824269313125e6,1.0905333805844367e6,1000
25,5,1,1.0841824269313125e6,1.0905333805844367e6,1500
25,5,0,1.0905333805844386e6,1.0905333805844367e6,2000
50,5,14,1.2741476178307822e8,3.590872201570303e10,100
50,5,7,7.628499485559756e9,3.590872201570303e10,200
50,5,2,3.212247451775471e10,3.590872201570303e10,300
50,5,1,3.569959991698974e10,3.590872201570303e10,500
50,5,1,3.569959991698974e10,3.590872201570303e10,800
50,5,1,3.569959991698974e10,3.590872201570303e10,1000
50,5,0,3.590872201570303e10,3.590872201570303e10,1500
50,5,0,3.590872201570303e10,3.590872201570303e10,2000
100,5,33,2.8801944256325375e15,2.0203846472775622e23,100
100,5,21,1.853093486433368e20,2.0203846472775622e23,200
100,5,14,1.0261442361753675e22,2.0203846472775622e23,300
100,5,5,1.1544428316056612e23,2.0203846472775622e23,500
100,5,1,2.0086185065203936e23,2.0203846472775622e23,800
100,5,1,2.0086185065203936e23,2.0203846472775622e23,1000
100,5,1,2.0086185065203936e23,2.0203846472775622e23,1500
100,5,1,2.0086185065203936e23,2.0203846472775622e23,2000
5,6,0,13.896309813351085,13.89630981335109,100
5,6,0,13.896309813351085,13.89630981335109,200
5,6,0,13.896309813351085,13.89630981335109,300
5,6,0,13.896309813351085,13.89630981335109,500
5,6,0,13.896309813351085,13.89630981335109,800
5,6,0,13.896309813351085,13.89630981335109,1000
5,6,0,13.896309813351085,13.89630981335109,1500
5,6,0,13.896309813351085,13.89630981335109,2000
10,6,0,1039.060876815292,1039.0608768152929,100
10,6,0,1039.060876815292,1039.0608768152929,200
10,6,0,1039.060876815292,1039.0608768152929,300
10,6,0,1039.060876815292,1039.0608768152929,500
10,6,0,1039.060876815292,1039.0608768152929,800
10,6,0,1039.060876815292,1039.0608768152929,1000
10,6,0,1039.060876815292,1039.0608768152929,1500
10,6,0,1039.060876815292,1039.0608768152929,2000
25,6,4,6879.679345945664,23962.903994626016,100
25,6,2,14864.816318712743,23962.903994626016,200
25,6,0,23962.903994626016,23962.903994626016,300
25,6,0,23962.903994626016,23962.903994626016,500
25,6,0,23962.903994626016,23962.903994626016,800
25,6,0,23962.903994626016,23962.903994626016,1000
25,6,0,23962.903994626016,23962.903994626016,1500
25,6,0,23962.903994626016,23962.903994626016,2000
50,6,11,4.903930963004848e7,5.328656932909173e9,100
50,6,5,2.1272742178273335e9,5.328656932909173e9,200
50,6,2,3.592641862051179e9,5.328656932909173e9,300
50,6,0,5.328656932909173e9,5.328656932909173e9,500
50,6,0,5.328656932909173e9,5.328656932909173e9,800
50,6,0,5.328656932909173e9,5.328656932909173e9,1000
50,6,0,5.328656932909173e9,5.328656932909173e9,1500
50,6,0,5.328656932909173e9,5.328656932909173e9,2000
100,6,31,1.422214948792478e11,7.511773156960247e18,100
100,6,19,1.556367540692467e16,7.511773156960247e18,200
100,6,11,7.899320800409452e17,7.511773156960247e18,300
100,6,5,4.353669724337419e18,7.511773156960247e18,500
100,6,0,7.511773156960247e18,7.511773156960247e18,800
100,6,0,7.511773156960247e18,7.511773156960247e18,1000
100,6,0,7.511773156960247e18,7.511773156960247e18,1500
100,6,0,7.511773156960247e18,7.511773156960247e18,2000
5,7,0,2.112893012597766,2.112893012597766,100
5,7,0,2.112893012597766,2.112893012597766,200
5,7,0,2.112893012597766,2.112893012597766,300
5,7,0,2.112893012597766,2.112893012597766,500
5,7,0,2.112893012597766,2.112893012597766,800
5,7,0,2.112893012597766,2.112893012597766,1000
5,7,0,2.112893012597766,2.112893012597766,1500
5,7,0,2.112893012597766,2.112893012597766,2000
10,7,1,43.69642947400149,53.15005551042135,100
10,7,0,53.150055510421375,53.15005551042135,200
10,7,0,53.150055510421375,53.15005551042135,300
10,7,0,53.150055510421375,53.15005551042135,500
10,7,0,53.150055510421375,53.15005551042135,800
10,7,0,53.150055510421375,53.15005551042135,1000
10,7,0,53.150055510421375,53.15005551042135,1500
10,7,0,53.150055510421375,53.15005551042135,2000
25,7,3,7609.423177369437,12060.505005037372,100
25,7,1,11490.158905184831,12060.505005037372,200
25,7,0,12060.505005037372,12060.505005037372,300
25,7,0,12060.505005037372,12060.505005037372,500
25,7,0,12060.505005037372,12060.505005037372,800
25,7,0,12060.505005037372,12060.505005037372,1000
25,7,0,12060.505005037372,12060.505005037372,1500
25,7,0,12060.505005037372,12060.505005037372,2000
50,7,11,420631.28727741685,3.878484831811402e7,100
50,7,4,1.3485751199175367e7,3.878484831811402e7,200
50,7,1,3.188631456574897e7,3.878484831811402e7,300
50,7,0,3.878484831811402e7,3.878484831811402e7,500
50,7,0,3.878484831811402e7,3.878484831811402e7,800
50,7,0,3.878484831811402e7,3.878484831811402e7,1000
50,7,0,3.878484831811402e7,3.878484831811402e7,1500
50,7,0,3.878484831811402e7,3.878484831811402e7,2000
100,7,32,3.3705447614300415e11,2.202177928407989e17,100
100,7,20,1.3125581597441288e15,2.202177928407989e17,200
100,7,13,2.524703464622885e16,2.202177928407989e17,300
100,7,4,1.4167604675941696e17,2.202177928407989e17,500
100,7,0,2.202177928407989e17,2.202177928407989e17,800
100,7,0,2.202177928407989e17,2.202177928407989e17,1000
100,7,0,2.202177928407989e17,2.202177928407989e17,1500
100,7,0,2.202177928407989e17,2.202177928407989e17,2000
1,8,0,8.871167887830977,8.871167887830977,100
1,8,0,8.871167887830977,8.871167887830977,200
1,8,0,8.871167887830977,8.871167887830977,300
1,8,0,8.871167887830977,8.871167887830977,500
1,8,0,8.871167887830977,8.871167887830977,800
1,8,0,8.871167887830977,8.871167887830977,1000
1,8,0,8.871167887830977,8.871167887830977,1500
1,8,0,8.871167887830977,8.871167887830977,2000
5,8,0,72.85199222371637,72.85199222371637,100
5,8,0,72.85199222371637,72.85199222371637,200
5,8,0,72.85199222371637,72.85199222371637,300
5,8,0,72.85199222371637,72.85199222371637,500
5,8,0,72.85199222371637,72.85199222371637,800
5,8,0,72.85199222371637,72.85199222371637,1000
5,8,0,72.85199222371637,72.85199222371637,1500
5,8,0,72.85199222371637,72.85199222371637,2000
10,8,0,1660.0873785127721,1660.0873785127708,100
10,8,0,1660.0873785127721,1660.0873785127708,200
10,8,0,1660.0873785127721,1660.0873785127708,300
10,8,0,1660.0873785127721,1660.0873785127708,500
10,8,0,1660.0873785127721,1660.0873785127708,800
10,8,0,1660.0873785127721,1660.0873785127708,1000
10,8,0,1660.0873785127721,1660.0873785127708,1500
10,8,0,1660.0873785127721,1660.0873785127708,2000
25,8,2,3.7132025885467514e7,1.0167164381197435e8,100
25,8,1,9.14883121829901e7,1.0167164381197435e8,200
25,8,1,9.14883121829901e7,1.0167164381197435e8,300
25,8,0,1.0167164381197435e8,1.0167164381197435e8,500
25,8,0,1.0167164381197435e8,1.0167164381197435e8,800
25,8,0,1.0167164381197435e8,1.0167164381197435e8,1000
25,8,0,1.0167164381197435e8,1.0167164381197435e8,1500
25,8,0,1.0167164381197435e8,1.0167164381197435e8,2000
50,8,9,5.813693128871422e10,9.572825922204576e11,100
50,8,4,4.3427588528641486e11,9.572825922204576e11,200
50,8,2,7.979198791157114e11,9.572825922204576e11,300
50,8,1,8.614021113534167e11,9.572825922204576e11,500
50,8,0,9.572825922204576e11,9.572825922204576e11,800
50,8,0,9.572825922204576e11,9.572825922204576e11,1000
50,8,0,9.572825922204576e11,9.572825922204576e11,1500
50,8,0,9.572825922204576e11,9.572825922204576e11,2000
100,8,26,2.203783595782281e14,2.6522488803864624e21,100
100,8,11,4.54543586826747e19,2.6522488803864624e21,200
100,8,5,1.0157657785769907e21,2.6522488803864624e21,300
100,8,0,2.6522488803864624e21,2.6522488803864624e21,500
100,8,0,2.6522488803864624e21,2.6522488803864624e21,800
100,8,0,2.6522488803864624e21,2.6522488803864624e21,1000
100,8,0,2.6522488803864624e21,2.6522488803864624e21,1500
100,8,0,2.6522488803864624e21,2.6522488803864624e21,2000
1,9,0,1.4909409710993993,1.4909409710993993,100
1,9,0,1.4909409710993993,1.4909409710993993,200
1,9,0,1.4909409710993993,1.4909409710993993,300
1,9,0,1.4909409710993993,1.4909409710993993,500
1,9,0,1.4909409710993993,1.4909409710993993,800
1,9,0,1.4909409710993993,1.4909409710993993,1000
1,9,0,1.4909409710993993,1.4909409710993993,1500
1,9,0,1.4909409710993993,1.4909409710993993,2000
5,9,1,19.41973426917427,19.948415890250587,100
5,9,1,19.41973426917427,19.948415890250587,200
5,9,1,19.41973426917427,19.948415890250587,300
5,9,0,19.948415890250594,19.948415890250587,500
5,9,0,19.948415890250594,19.948415890250587,800
5,9,0,19.948415890250594,19.948415890250587,1000
5,9,0,19.948415890250594,19.948415890250587,1500
5,9,0,19.948415890250594,19.948415890250587,2000
10,9,1,23.649577205381423,24.29341180380623,100
10,9,1,23.649577205381423,24.29341180380623,200
10,9,0,24.29341180380624,24.29341180380623,300
10,9,0,24.29341180380624,24.29341180380623,500
10,9,0,24.29341180380624,24.29341180380623,800
10,9,0,24.29341180380624,24.29341180380623,1000
10,9,0,24.29341180380624,24.29341180380623,1500
10,9,0,24.29341180380624,24.29341180380623,2000
25,9,3,65908.25698261245,165112.77185702173,100
25,9,0,165112.77185702173,165112.77185702173,200
25,9,0,165112.77185702173,165112.77185702173,300
25,9,0,165112.77185702173,165112.77185702173,500
25,9,0,165112.77185702173,165112.77185702173,800
25,9,0,165112.77185702173,165112.77185702173,1000
25,9,0,165112.77185702173,165112.77185702173,1500
25,9,0,165112.77185702173,165112.77185702173,2000
50,9,10,3.0106933552059494e7,7.784044394467102e8,100
50,9,4,3.879087889440986e8,7.784044394467102e8,200
50,9,2,6.904013347664303e8,7.784044394467102e8,300
50,9,1,7.577748253879415e8,7.784044394467102e8,500
50,9,0,7.784044394467102e8,7.784044394467102e8,800
50,9,0,7.784044394467102e8,7.784044394467102e8,1000
50,9,0,7.784044394467102e8,7.784044394467102e8,1500
50,9,0,7.784044394467102e8,7.784044394467102e8,2000
100,9,33,7.298666486173386e13,5.6100207619908135e20,100
100,9,20,1.0424433616885989e18,5.6100207619908135e20,200
100,9,11,4.258507043168249e19,5.6100207619908135e20,300
100,9,1,5.461341544200364e20,5.6100207619908135e20,500
100,9,1,5.461341544200364e20,5.6100207619908135e20,800
100,9,0,5.6100207619908135e20,5.6100207619908135e20,1000
100,9,0,5.6100207619908135e20,5.6100207619908135e20,1500
100,9,0,5.6100207619908135e20,5.6100207619908135e20,2000
1,10,0,3.5805911996900215,3.5805911996900215,100
1,10,0,3.5805911996900215,3.5805911996900215,200
1,10,0,3.5805911996900215,3.5805911996900215,300
1,10,0,3.5805911996900215,3.5805911996900215,500
1,10,0,3.5805911996900215,3.5805911996900215,800
1,10,0,3.5805911996900215,3.5805911996900215,1000
1,10,0,3.5805911996900215,3.5805911996900215,1500
1,10,0,3.5805911996900215,3.5805911996900215,2000
5,10,1,15.471948232259992,17.247914638917898,100
5,10,0,17.247914638917898,17.247914638917898,200
5,10,0,17.247914638917898,17.247914638917898,300
5,10,0,17.247914638917898,17.247914638917898,500
5,10,0,17.247914638917898,17.247914638917898,800
5,10,0,17.247914638917898,17.247914638917898,1000
5,10,0,17.247914638917898,17.247914638917898,1500
5,10,0,17.247914638917898,17.247914638917898,2000
10,10,1,96.00939921027113,107.02995493869112,100
10,10,0,107.02995493869103,107.02995493869112,200
10,10,0,107.02995493869103,107.02995493869112,300
10,10,0,107.02995493869103,107.02995493869112,500
10,10,0,107.02995493869103,107.02995493869112,800
10,10,0,107.02995493869103,107.02995493869112,1000
10,10,0,107.02995493869103,107.02995493869112,1500
10,10,0,107.02995493869103,107.02995493869112,2000
25,10,3,162010.49430563365,588765.9263979872,100
25,10,1,489042.4310072179,588765.9263979872,200
25,10,0,588765.9263979872,588765.9263979872,300
25,10,0,588765.9263979872,588765.9263979872,500
25,10,0,588765.9263979872,588765.9263979872,800
25,10,0,588765.9263979872,588765.9263979872,1000
25,10,0,588765.9263979872,588765.9263979872,1500
25,10,0,588765.9263979872,588765.9263979872,2000
50,10,11,2.736103974301361e8,9.443561336882889e9,100
50,10,6,3.813832727681797e9,9.443561336882889e9,200
50,10,4,6.211426139941464e9,9.443561336882889e9,300
50,10,2,8.336409550096526e9,9.443561336882889e9,500
50,10,1,9.150825768619228e9,9.443561336882889e9,800
50,10,1,9.150825768619228e9,9.443561336882889e9,1000
50,10,0,9.443561336882889e9,9.443561336882889e9,1500
50,10,0,9.443561336882889e9,9.443561336882889e9,2000
100,10,29,5.627743974373696e12,7.306078880974282e17,100
100,10,20,5.718027339227665e15,7.306078880974282e17,200
100,10,14,7.916007775325435e16,7.306078880974282e17,300
100,10,7,5.0931726323207155e17,7.306078880974282e17,500
100,10,3,7.062086402384302e17,7.306078880974282e17,800
100,10,3,7.062086402384302e17,7.306078880974282e17,1000
100,10,2,7.191184413750877e17,7.306078880974282e17,1500
100,10,2,7.191184413750877e17,7.306078880974282e17,2000
10,11,0,18.048640430665333,18.048640430665333,100
10,11,0,18.048640430665333,18.048640430665333,200
10,11,0,18.048640430665333,18.048640430665333,300
10,11,0,18.048640430665333,18.048640430665333,500
10,11,0,18.048640430665333,18.048640430665333,800
10,11,0,18.048640430665333,18.048640430665333,1000
10,11,0,18.048640430665333,18.048640430665333,1500
10,11,0,18.048640430665333,18.048640430665333,2000
25,11,2,16635.181254367217,50228.386706756406,100
25,11,0,50228.386706756406,50228.386706756406,200
25,11,0,50228.386706756406,50228.386706756406,300
25,11,0,50228.386706756406,50228.386706756406,500
25,11,0,50228.386706756406,50228.386706756406,800
25,11,0,50228.386706756406,50228.386706756406,1000
25,11,0,50228.386706756406,50228.386706756406,1500
25,11,0,50228.386706756406,50228.386706756406,2000
50,11,9,2.3300180896009356e7,5.191334780259736e8,100
50,11,4,2.0389763574922004e8,5.191334780259736e8,200
50,11,2,3.715022354329563e8,5.191334780259736e8,300
50,11,0,5.191334780259736e8,5.191334780259736e8,500
50,11,0,5.191334780259736e8,5.191334780259736e8,800
50,11,0,5.191334780259736e8,5.191334780259736e8,1000
50,11,0,5.191334780259736e8,5.191334780259736e8,1500
50,11,0,5.191334780259736e8,5.191334780259736e8,2000
100,11,33,2.291397511481048e12,1.1532679045896608e19,100
100,11,19,7.93451118711632e16,1.1532679045896608e19,200
100,11,12,1.3501770131820104e18,1.1532679045896608e19,300
100,11,4,8.291241759993331e18,1.1532679045896608e19,500
100,11,1,1.0833155934744627e19,1.1532679045896608e19,800
100,11,0,1.1532679045896608e19,1.1532679045896608e19,1000
100,11,0,1.1532679045896608e19,1.1532679045896608e19,1500
100,11,0,1.1532679045896608e19,1.1532679045896608e19,2000
1,12,0,2.504017919999163,2.504017919999163,100
1,12,0,2.504017919999163,2.504017919999163,200
1,12,0,2.504017919999163,2.504017919999163,300
1,12,0,2.504017919999163,2.504017919999163,500
1,12,0,2.504017919999163,2.504017919999163,800
1,12,0,2.504017919999163,2.504017919999163,1000
1,12,0,2.504017919999163,2.504017919999163,1500
1,12,0,2.504017919999163,2.504017919999163,2000
5,12,0,29.02261623843406,29.02261623843406,100
5,12,0,29.02261623843406,29.02261623843406,200
5,12,0,29.02261623843406,29.02261623843406,300
5,12,0,29.02261623843406,29.02261623843406,500
5,12,0,29.02261623843406,29.02261623843406,800
5,12,0,29.02261623843406,29.02261623843406,1000
5,12,0,29.02261623843406,29.02261623843406,1500
5,12,0,29.02261623843406,29.02261623843406,2000
10,12,0,87.66595216027244,87.66595216027244,100
10,12,0,87.66595216027244,87.66595216027244,200
10,12,0,87.66595216027244,87.66595216027244,300
10,12,0,87.66595216027244,87.66595216027244,500
10,12,0,87.66595216027244,87.66595216027244,800
10,12,0,87.66595216027244,87.66595216027244,1000
10,12,0,87.66595216027244,87.66595216027244,1500
10,12,0,87.66595216027244,87.66595216027244,2000
25,12,0,811.4132506595759,811.4132506595759,100
25,12,0,811.4132506595759,811.4132506595759,200
25,12,0,811.4132506595759,811.4132506595759,300
25,12,0,811.4132506595759,811.4132506595759,500
25,12,0,811.4132506595759,811.4132506595759,800
25,12,0,811.4132506595759,811.4132506595759,1000
25,12,0,811.4132506595759,811.4132506595759,1500
25,12,0,811.4132506595759,811.4132506595759,2000
50,12,4,261219.35451253958,902404.7638430982,100
50,12,1,821045.811187381,902404.7638430982,200
50,12,0,902404.7638430982,902404.7638430982,300
50,12,0,902404.7638430982,902404.7638430982,500
50,12,0,902404.7638430982,902404.7638430982,800
50,12,0,902404.7638430982,902404.7638430982,1000
50,12,0,902404.7638430982,902404.7638430982,1500
50,12,0,902404.7638430982,902404.7638430982,2000
100,12,22,1.1689754286484514e12,1.9132022401436835e17,100
100,12,13,1.6127262806571292e15,1.9132022401436835e17,200
100,12,5,8.30186128999351e16,1.9132022401436835e17,300
100,12,2,1.572587396497263e17,1.9132022401436835e17,500
100,12,0,1.9132022401436973e17,1.9132022401436835e17,800
100,12,0,1.9132022401436973e17,1.9132022401436835e17,1000
100,12,0,1.9132022401436973e17,1.9132022401436835e17,1500
100,12,0,1.9132022401436973e17,1.9132022401436835e17,2000
