Loci,Replicate,Final_fitness,Generation
1,161,0.8096961528976764,50000
25,161,12.459515461503953,50000
50,161,11.750608694617942,50000
75,161,26.139226725107353,50000
100,161,52.93862932877311,50000
1,162,0.8096961528976764,50000
25,162,10.650819788281929,50000
50,162,40.65649353787657,50000
75,162,46.148371149260804,50000
100,162,28.412390273790397,50000
1,163,0.8096961528976764,50000
25,163,13.611928289051253,50000
50,163,20.659415715713624,50000
75,163,19.394600205201087,50000
100,163,42.421912791274636,50000
1,164,0.8096961528976764,50000
25,164,15.311158294265754,50000
50,164,13.270019909644382,50000
75,164,42.55322579580865,50000
100,164,63.87341739611596,50000
1,165,0.8096961528976764,50000
25,165,11.029430083656807,50000
50,165,28.196006510045745,50000
75,165,15.775017650510263,50000
100,165,27.117958368022443,50000
1,166,0.8096961528976764,50000
25,166,9.454375181748397,50000
50,166,14.094287254830514,50000
75,166,22.46313084965285,50000
100,166,23.308702394238523,50000
1,167,0.8096961528976764,50000
25,167,16.707546798536818,50000
50,167,12.519390363596402,50000
75,167,28.518291110664777,50000
100,167,24.510537894464793,50000
1,168,0.8096961528976764,50000
25,168,17.63238446972353,50000
50,168,18.565089575430537,50000
75,168,36.19383293391258,50000
100,168,31.902838630136543,50000
1,169,0.8096961528976764,50000
25,169,18.09307705631649,50000
50,169,21.17524602051045,50000
75,169,27.95337992737065,50000
100,169,29.903968605523662,50000
1,170,0.8096961528976764,50000
25,170,20.575737091590636,50000
50,170,31.93729786010955,50000
75,170,13.365163765945425,50000
100,170,24.2499035205096,50000
1,171,0.8096961528976764,50000
25,171,19.067726801730398,50000
50,171,17.193725546420545,50000
75,171,39.14737028950225,50000
100,171,43.45462046921952,50000
1,172,0.8096961528976764,50000
25,172,11.224328903469605,50000
50,172,19.407246684226514,50000
75,172,25.193839427320132,50000
100,172,42.542184602863195,50000
1,173,0.8096961528976764,50000
25,173,9.68294129178222,50000
50,173,15.867212078589361,50000
75,173,37.4012842666033,50000
100,173,34.852117942449425,50000
1,174,0.8096961528976764,50000
25,174,24.71142604605632,50000
50,174,24.956756298193664,50000
75,174,33.965249047938784,50000
100,174,27.14872350940294,50000
1,175,0.8096961528976764,50000
25,175,13.401622001499922,50000
50,175,20.05942017560986,50000
75,175,27.69925576636512,50000
100,175,38.97275598680535,50000
1,176,0.8096961528976764,50000
25,176,25.604680543313396,50000
50,176,27.206181061274012,50000
75,176,20.628420305168568,50000
100,176,23.977144392346222,50000
1,177,0.8096961528976764,50000
25,177,10.398517681060778,50000
50,177,16.58262465004155,50000
75,177,49.10094970018175,50000
100,177,24.01752491684254,50000
1,178,0.8096961528976764,50000
25,178,17.159400290907815,50000
50,178,20.49559681508199,50000
75,178,25.126047678192748,50000
100,178,18.00716072200443,50000
1,179,0.8096961528976764,50000
25,179,11.623106299788477,50000
50,179,18.793322269801614,50000
75,179,27.057622450783093,50000
100,179,43.644087043845104,50000
1,180,0.8096961528976764,50000
25,180,10.781254616430118,50000
50,180,15.423252410747068,50000
75,180,16.121459347209875,50000
100,180,27.9773936856191,50000
1,181,0.8096961528976764,50000
25,181,10.751693741752197,50000
50,181,12.711212795349352,50000
75,181,22.99151359197276,50000
100,181,46.273954575263666,50000
1,182,0.8096961528976764,50000
25,182,24.633865475205276,50000
50,182,17.130621546870866,50000
75,182,42.531860472394754,50000
100,182,16.73652508771038,50000
1,183,0.8096961528976764,50000
25,183,14.993239182401604,50000
