Loci,Replicate,Final_fitness,Final_genome_size
20,43,18.341534343670098,16.0
1,44,10.7334126196187,3.003
5,44,12.94248371316492,7.0
10,44,11.664703589156522,11.0
15,44,9.980428772916111,14.999
20,44,31.138439923091536,20.0
1,45,13.927656357390077,3.0
5,45,8.80424175274161,6.0
10,45,22.857847140259153,8.0
15,45,10.862511793605997,15.0
20,45,15.386296842946031,16.0
1,46,18.313890239722134,5.0
5,46,22.831940625899712,6.001
10,46,14.442669981192148,10.0
15,46,41.91384688083601,13.0
20,46,51.12580301287284,18.999
1,47,32.09932610311272,3.0
5,47,16.131116990821436,6.0
10,47,12.010750858463828,10.0
15,47,19.410002611609034,14.0
20,47,21.818696175862062,18.0
1,48,32.09932610311272,3.0
5,48,25.36930307574426,4.0
10,48,14.887207834011877,9.0
15,48,67.79239652386512,15.0
20,48,22.801332121447132,18.0
1,49,15.447053818600684,7.0
5,49,18.45369230886565,5.999
10,49,16.794504750332482,9.0
15,49,14.74808629244601,15.002
20,49,25.895292904590676,18.0
1,50,19.28106788466424,3.0
5,50,16.438497830991995,6.0
10,50,15.79367115348388,9.001
15,50,10.697131499499003,18.0
20,50,16.493840814636435,18.0
1,51,30.215351795617416,7.0
5,51,15.870539087022506,7.0
10,51,11.3909897748605,8.999
15,51,14.105805750157625,13.0
20,51,15.674656232950547,19.0
1,52,14.185690540652011,3.0
5,52,27.636332470622577,9.999
10,52,14.438255825339233,11.0
15,52,13.508734352915845,14.023
20,52,15.674656232950547,19.0
1,53,32.09932610311272,3.0
5,53,16.242713102079136,5.002
10,53,30.846520781098086,9.0
15,53,39.575156607308074,14.0
20,53,16.493840814636435,17.999
1,54,10.279066623407171,4.003
5,54,14.026736876398552,8.0
10,54,19.416459345475662,11.0
15,54,12.191105776828593,14.0
20,54,51.12580301287284,19.0
1,55,18.313890239722134,5.0
5,55,10.54819250982259,5.0
10,55,38.03223473994496,7.0
15,55,32.73067132166323,14.0
20,55,11.316630910210156,17.999
1,56,14.185690540652011,3.001
5,56,15.913121798550014,8.0
10,56,40.34363169957674,9.0
15,56,13.834321794234407,14.0
20,56,16.524807711641056,17.0
1,57,14.196528271928303,4.0
5,57,21.784493104701163,8.0
10,57,53.634113871139256,10.0
15,57,12.435665848488984,14.0
20,57,31.138439923091536,20.0
1,58,9.438646557556911,4.0
5,58,14.97673647562913,4.0
10,58,15.955071802076818,9.0
15,58,16.640490739322285,15.0
20,58,15.61004525316477,19.999
1,59,16.535061342539503,4.001
5,59,27.601882574763764,7.0
10,59,12.066689276529928,10.0
15,59,19.03506737901403,13.0
20,59,12.446259501404537,18.0
1,60,13.919353620095162,4.001
5,60,19.86537981316341,4.997
10,60,9.41361760845687,10.998
15,60,20.022035497697978,13.999
20,60,22.395722325029624,18.0
1,61,16.04977974929298,5.0
5,61,12.329715988311607,3.999
10,61,48.33835600338549,9.0
15,61,42.03821545361663,13.001
20,61,16.524807711641056,17.0
1,62,9.403004979378045,4.0
5,62,37.91361701722858,6.0
10,62,25.685667009742772,9.0
15,62,15.700807811601916,13.0
20,62,18.952743023900467,18.0
1,63,18.979366480643087,5.0
5,63,12.698278585184969,8.0
10,63,35.84779270991153,9.0
15,63,30.396427679717146,15.0
20,63,41.6487838557015,19.0
1,64,11.872456639261374,6.999
5,64,47.08598277139994,6.0
10,64,34.865609918421626,10.0
15,64,29.97901202377059,15.0
20,64,19.63069981014178,19.999
1,65,10.795771588373093,2.0
5,65,12.250718772393427,8.002
10,65,17.174196711199702,12.001
15,65,12.529765483981196,13.0
20,65,9.61067673660573,17.0
1,66,9.529110808214245,4.0
5,66,14.602529301507072,4.999
10,66,23.723132892661067,10.0
