Step,Fitness,CurrentGenomeSize,FinalGenomeSize,StartingLoci,Replicate
0,0.9230667370642999,5.0,6.0,5,31
31,1.1914393933619059,5.0,6.0,5,31
1032,1.2873564086938536,6.0,6.0,5,31
0,0.8950271640295412,5.0,5.0,5,32
41,1.1334025262714178,5.0,5.0,5,32
118,1.2580396025307734,5.0,5.0,5,32
0,1.0461640693684284,5.0,6.004,5,33
117,1.1563707949569337,4.0,6.004,5,33
125,1.183429024160829,5.0,6.004,5,33
128,1.1563707949569337,4.0,6.004,5,33
129,1.183429024160829,5.0,6.004,5,33
130,1.1563707949569337,4.0,6.004,5,33
131,1.183429024160829,5.0,6.004,5,33
133,1.1563707949569337,4.0,6.004,5,33
155,1.183429024160829,5.0,6.004,5,33
47346,1.191265517844152,5.0,6.004,5,33
47350,1.183429024160829,5.0,6.004,5,33
47352,1.191265517844152,5.0,6.004,5,33
47353,1.183429024160829,5.0,6.004,5,33
47355,1.191265517844152,5.0,6.004,5,33
47360,1.183429024160829,5.0,6.004,5,33
47361,1.191265517844152,5.0,6.004,5,33
47364,1.183429024160829,5.0,6.004,5,33
47366,1.191265517844152,5.0,6.004,5,33
47374,1.183429024160829,5.0,6.004,5,33
47377,1.191265517844152,5.0,6.004,5,33
47378,1.183429024160829,5.0,6.004,5,33
47385,1.191265517844152,5.0,6.004,5,33
47386,1.183429024160829,5.0,6.004,5,33
47436,1.191265517844152,5.0,6.004,5,33
47440,1.183429024160829,5.0,6.004,5,33
47445,1.191265517844152,5.0,6.004,5,33
47455,1.183429024160829,5.0,6.004,5,33
47492,1.191265517844152,5.0,6.004,5,33
48439,1.2290065186956398,6.0,6.004,5,33
48440,1.191265517844152,5.0,6.004,5,33
48441,1.2290065186956398,6.0,6.004,5,33
48446,1.191265517844152,5.0,6.004,5,33
48447,1.2290065186956398,6.0,6.004,5,33
48448,1.191265517844152,5.0,6.004,5,33
48449,1.2290065186956398,6.0,6.004,5,33
48452,1.191265517844152,5.0,6.004,5,33
48453,1.2290065186956398,6.0,6.004,5,33
0,1.1364026983596704,5.0,5.0,5,34
97,1.2341643055782627,5.0,5.0,5,34
0,1.029927101443394,5.0,5.997,5,35
48,1.259777387271518,6.0,5.997,5,35
0,0.9806031041921743,5.0,5.0,5,36
30,1.1623521714002523,5.0,5.0,5,36
361,1.2462549992581329,4.0,5.0,5,36
7100,1.2540404783654298,5.0,5.0,5,36
7331,1.2462549992581329,4.0,5.0,5,36
7332,1.2540404783654298,5.0,5.0,5,36
7335,1.2462549992581329,4.0,5.0,5,36
7340,1.2540404783654298,5.0,5.0,5,36
7344,1.2462549992581329,4.0,5.0,5,36
7345,1.2540404783654298,5.0,5.0,5,36
7355,1.2462549992581329,4.0,5.0,5,36
7356,1.2540404783654298,5.0,5.0,5,36
0,1.0138498287919664,5.0,4.001,5,37
72,1.2311975125893924,4.0,4.001,5,37
0,0.9218277479334591,5.0,5.0,5,38
45,1.0456113257938424,5.0,5.0,5,38
74,1.097890820618947,5.0,5.0,5,38
279,1.138604891902523,4.0,5.0,5,38
280,1.097890820618947,5.0,5.0,5,38
282,1.138604891902523,4.0,5.0,5,38
283,1.097890820618947,5.0,5.0,5,38
284,1.138604891902523,4.0,5.0,5,38
373,1.3441145807646078,5.0,5.0,5,38
0,0.838576475858588,5.0,6.0,5,39
31,1.1642583204536399,5.0,6.0,5,39
80,1.3111265440455029,5.0,6.0,5,39
2370,1.363183025692536,6.0,6.0,5,39
0,1.1667042920109378,5.0,6.0,5,40
114,1.302665260659039,5.0,6.0,5,40
550,1.368794206559766,6.0,6.0,5,40
551,1.302665260659039,5.0,6.0,5,40
552,1.368794206559766,6.0,6.0,5,40
0,1.1616153128645186,5.0,5.001,5,41
120,1.2245113859035779,5.0,5.001,5,41
2911,1.2902561594092805,5.0,5.001,5,41
0,0.8769757159152575,5.0,5.999,5,42
34,1.0526767356071693,6.0,5.999,5,42
164,1.1083296575726085,6.0,5.999,5,42
401,1.1533576785793254,6.0,5.999,5,42
454,1.1829646717127527,7.0,5.999,5,42
638,1.2710559643581814,6.0,5.999,5,42
24931,1.3232111889699805,6.0,5.999,5,42
0,1.059698654163135,5.0,5.0,5,43
43,1.301701261707772,5.0,5.0,5,43
0,0.9294160088940187,5.0,6.0,5,44
42,1.07575617317333,5.0,6.0,5,44
83,1.1288777564723216,5.0,6.0,5,44
84,1.07575617317333,5.0,6.0,5,44
85,1.1288777564723216,5.0,6.0,5,44
298,1.4112300800181539,6.0,6.0,5,44
0,1.0524561060745832,5.0,5.002,5,45
123,1.1707340303504967,4.0,5.002,5,45
661,1.198357938304961,5.0,5.002,5,45
0,0.9627197816512102,5.0,6.0,5,46
46,1.1102531755909057,5.0,6.0,5,46
574,1.1385593626543147,5.0,6.0,5,46
1371,1.259339560364898,6.0,6.0,5,46
0,0.9965582817866798,5.0,3.0,5,47
47,1.2083944726301508,4.0,3.0,5,47
734,1.2678672461611762,3.0,3.0,5,47
0,0.947368006090002,5.0,5.002,5,48
58,1.0464002484419324,5.0,5.002,5,48
134,1.1825552421902328,4.0,5.002,5,48
20301,1.2463401719457146,5.0,5.002,5,48
0,0.848756659940273,5.0,6.0,5,49
32,1.0260107948822004,6.0,6.0,5,49
67,1.0936447474939095,5.0,6.0,5,49
115,1.2794477999988305,5.0,6.0,5,49
2333,1.3454452321768668,6.0,6.0,5,49
0,1.0037815611203535,5.0,6.0,5,50
63,1.2025275130944708,4.0,6.0,5,50
7645,1.2536855517255414,5.0,6.0,5,50
9214,1.30632169683789,6.0,6.0,5,50
0,0.9545664100452372,5.0,6.0,5,51
41,1.1328364038050196,5.0,6.0,5,51
227,1.270047278215518,6.0,6.0,5,51
0,1.0922117006840424,5.0,8.998,5,52
269,1.1563088215588664,6.0,8.998,5,52
270,1.0922117006840424,5.0,8.998,5,52
273,1.1563088215588664,6.0,8.998,5,52
1153,1.194012839782492,7.0,8.998,5,52
1222,1.27186553974036,8.0,8.998,5,52
37286,1.3445162473628147,9.0,8.998,5,52
37287,1.27186553974036,8.0,8.998,5,52
37288,1.3445162473628147,9.0,8.998,5,52
0,0.9448733133416034,5.0,6.0,5,53
41,1.297557429945935,6.0,6.0,5,53
86,1.3217254325638736,6.0,6.0,5,53
89,1.297557429945935,6.0,6.0,5,53
95,1.3217254325638736,6.0,6.0,5,53
0,0.9902875301455714,5.0,5.0,5,54
30,1.213444085700181,5.0,5.0,5,54
282,1.2507247826672236,5.0,5.0,5,54
378,1.2978382421228438,5.0,5.0,5,54
0,0.9404596340615343,5.0,4.0,5,55
43,1.1217846184042377,5.0,4.0,5,55
213,1.1696371359598179,5.0,4.0,5,55
309,1.342224431098901,4.0,4.0,5,55
0,0.9258377100822945,5.0,7.0,5,56
29,1.1134184189940965,5.0,7.0,5,56
59,1.3048336643168776,6.0,7.0,5,56
992,1.34509306368199,7.0,7.0,5,56
0,0.9310667952121028,5.0,7.0,5,57
132,1.1210830343819687,6.0,7.0,5,57
243,1.172241400022286,7.0,7.0,5,57
314,1.3357624244632635,7.0,7.0,5,57
0,1.0308173660448552,5.0,6.0,5,58
86,1.152835291825059,5.0,6.0,5,58
641,1.284189781172559,6.0,6.0,5,58
0,0.9777264261128632,5.0,5.981,5,59
68,1.1242701551723757,5.0,5.981,5,59
253,1.2104281250478894,6.0,5.981,5,59
0,1.1128874069828025,5.0,5.0,5,60
2483,1.2308566667314564,4.0,5.0,5,60
5453,1.3483718814368002,5.0,5.0,5,60
0,0.9025185502979315,5.0,6.998,5,61
46,1.1167204319875246,6.0,6.998,5,61
574,1.2435709221642084,7.0,6.998,5,61
0,1.053604755688227,5.0,5.999,5,62
51,1.1757998922805823,5.0,5.999,5,62
1810,1.3162863419389605,6.0,5.999,5,62
0,1.0248526582073045,5.0,6.002,5,63
161,1.090618395156543,5.0,6.002,5,63
272,1.1707245989169834,5.0,6.002,5,63
4473,1.264433622882817,6.0,6.002,5,63
0,0.9406384549018216,5.0,6.0,5,64
75,1.0036521141629264,5.0,6.0,5,64
117,1.0617267662343661,6.0,6.0,5,64
208,1.3076725213970781,6.0,6.0,5,64
0,0.8965549885135313,5.0,6.999,5,65
49,1.1294799757587655,6.0,6.999,5,65
116,1.2297025107645032,6.0,6.999,5,65
24269,1.2667999929887095,7.0,6.999,5,65
0,1.1585679867401,5.0,6.0,5,66
374,1.2412454364034369,6.0,6.0,5,66
435,1.3152146019973192,6.0,6.0,5,66
0,0.9216875439026981,5.0,5.999,5,67
49,1.1156150315617357,5.0,5.999,5,67
1278,1.1726028972924545,6.0,5.999,5,67
8838,1.2905230196799227,6.0,5.999,5,67
0,1.0653513578011824,5.0,6.002,5,68
79,1.136951608188751,5.0,6.002,5,68
117,1.1927108766339167,5.0,6.002,5,68
899,1.2734891475931895,6.0,6.002,5,68
0,0.9303625824040466,5.0,5.001,5,69
24,1.201909193508292,5.0,5.001,5,69
90,1.2555989373014291,5.0,5.001,5,69
0,1.0008799226596494,5.0,5.0,5,70
49,1.240823786781002,5.0,5.0,5,70
0,0.9182883668265954,5.0,9.0,5,71
34,1.149697795334189,5.0,9.0,5,71
4270,1.183617786573309,6.0,9.0,5,71
6578,1.2139856573456127,7.0,9.0,5,71
6580,1.183617786573309,6.0,9.0,5,71
6581,1.2139856573456127,7.0,9.0,5,71
7961,1.249700729747584,8.0,9.0,5,71
7969,1.2139856573456127,7.0,9.0,5,71
7970,1.249700729747584,8.0,9.0,5,71
7972,1.2139856573456127,7.0,9.0,5,71
7975,1.249700729747584,8.0,9.0,5,71
8713,1.3129107899860164,9.0,9.0,5,71
0,1.0247271217884089,5.0,7.0,5,72
85,1.159858742335393,6.0,7.0,5,72
105,1.176953317299365,6.0,7.0,5,72
106,1.159858742335393,6.0,7.0,5,72
107,1.176953317299365,6.0,7.0,5,72
744,1.3098568124359833,7.0,7.0,5,72
0,1.0115481331887268,5.0,5.0,5,73
52,1.2076996224940877,5.0,5.0,5,73
0,0.9194006792845526,5.0,4.0,5,74
46,1.1344434251619386,5.0,4.0,5,74
302,1.2426149225213914,4.0,4.0,5,74
0,0.8687384803523087,5.0,6.0,5,75
43,0.9986256450560074,5.0,6.0,5,75
48,1.2333676798909365,4.0,6.0,5,75
4791,1.2614750581659118,5.0,6.0,5,75
4793,1.2333676798909365,4.0,6.0,5,75
4795,1.2614750581659118,5.0,6.0,5,75
4796,1.2333676798909365,4.0,6.0,5,75
4810,1.2614750581659118,5.0,6.0,5,75
16231,1.3765432790935839,6.0,6.0,5,75
0,0.9357966341830309,5.0,7.001,5,76
47,1.1803241986921025,6.0,7.001,5,76
51,1.2037135426444299,6.0,7.001,5,76
1413,1.3330465824020543,7.0,7.001,5,76
0,0.9429244301398642,5.0,8.0,5,77
69,1.1407752796087138,5.0,8.0,5,77
1253,1.1637990743852027,6.0,8.0,5,77
1271,1.1407752796087138,5.0,8.0,5,77
1273,1.1637990743852027,6.0,8.0,5,77
5617,1.1697582743870214,7.0,8.0,5,77
5621,1.1637990743852027,6.0,8.0,5,77
5648,1.1697582743870214,7.0,8.0,5,77
5649,1.1637990743852027,6.0,8.0,5,77
5651,1.1697582743870214,7.0,8.0,5,77
6803,1.2147387856861578,8.0,8.0,5,77
37836,1.2879861964065118,8.0,8.0,5,77
0,0.9443853015512036,5.0,7.0,5,78
50,1.0559290787288675,5.0,7.0,5,78
51,1.1752463457152775,5.0,7.0,5,78
8318,1.196266527070973,6.0,7.0,5,78
8329,1.1752463457152775,5.0,7.0,5,78
8330,1.196266527070973,6.0,7.0,5,78
8462,1.333943979811477,7.0,7.0,5,78
0,0.8688714699379939,5.0,7.0,5,79
32,1.2060796115825136,6.0,7.0,5,79
1358,1.3084789971529325,7.0,7.0,5,79
0,0.9125160991316127,5.0,5.0,5,80
23,1.2312114882471323,5.0,5.0,5,80
38048,1.4721956449281497,5.0,5.0,5,80
0,1.1603697093315357,5.0,6.0,5,81
186,1.3577937354062957,6.0,6.0,5,81
0,1.1418056688309215,5.0,5.0,5,82
1823,1.1810217017378295,4.0,5.0,5,82
33356,1.3279661327990433,5.0,5.0,5,82
0,1.0889466287658505,5.0,6.0,5,83
58,1.2285395380775728,5.0,6.0,5,83
8427,1.357595790051989,6.0,6.0,5,83
0,1.0116668759004985,5.0,5.0,5,84
296,1.0826569150521759,5.0,5.0,5,84
351,1.1974101593777364,5.0,5.0,5,84
395,1.2171024866946891,5.0,5.0,5,84
398,1.1974101593777364,5.0,5.0,5,84
401,1.2171024866946891,5.0,5.0,5,84
405,1.1974101593777364,5.0,5.0,5,84
406,1.2171024866946891,5.0,5.0,5,84
553,1.2783346474029862,5.0,5.0,5,84
554,1.2171024866946891,5.0,5.0,5,84
556,1.2783346474029862,5.0,5.0,5,84
0,1.0613687348134129,5.0,6.003,5,85
138,1.1375934844153113,5.0,6.003,5,85
140,1.0613687348134129,5.0,6.003,5,85
142,1.1375934844153113,5.0,6.003,5,85
10936,1.2381150334627569,6.0,6.003,5,85
0,1.2006418549064137,5.0,6.0,5,86
390,1.2429847427055791,6.0,6.0,5,86
0,1.080839031376735,5.0,6.0,5,87
81,1.1775999342215655,6.0,6.0,5,87
0,0.8672101434279202,5.0,5.0,5,88
31,1.0788015989703257,5.0,5.0,5,88
39,1.1799265551228368,4.0,5.0,5,88
327,1.2722124315674663,5.0,5.0,5,88
0,1.2197903065121853,5.0,4.0,5,89
1208,1.2351990240359623,6.0,4.0,5,89
1209,1.2197903065121853,5.0,4.0,5,89
1212,1.2351990240359623,6.0,4.0,5,89
1218,1.2197903065121853,5.0,4.0,5,89
1220,1.2351990240359623,6.0,4.0,5,89
9407,1.2412227894588572,5.0,4.0,5,89
9430,1.2351990240359623,6.0,4.0,5,89
9433,1.2412227894588572,5.0,4.0,5,89
9442,1.2351990240359623,6.0,4.0,5,89
9443,1.2412227894588572,5.0,4.0,5,89
9446,1.2351990240359623,6.0,4.0,5,89
9453,1.2412227894588572,5.0,4.0,5,89
9500,1.2351990240359623,6.0,4.0,5,89
9507,1.2412227894588572,5.0,4.0,5,89
9550,1.2351990240359623,6.0,4.0,5,89
9551,1.2412227894588572,5.0,4.0,5,89
9552,1.2351990240359623,6.0,4.0,5,89
9563,1.2412227894588572,5.0,4.0,5,89
9566,1.2351990240359623,6.0,4.0,5,89
9620,1.2412227894588572,5.0,4.0,5,89
25603,1.2489048561992182,4.0,4.0,5,89
25604,1.2412227894588572,5.0,4.0,5,89
25605,1.2489048561992182,4.0,4.0,5,89
25608,1.2412227894588572,5.0,4.0,5,89
25621,1.2489048561992182,4.0,4.0,5,89
32098,1.246803194906692,4.0,4.0,5,89
32124,1.2489048561992182,4.0,4.0,5,89
46326,1.246803194906692,4.0,4.0,5,89
46333,1.2489048561992182,4.0,4.0,5,89
46350,1.246803194906692,4.0,4.0,5,89
46380,1.2489048561992182,4.0,4.0,5,89
46387,1.246803194906692,4.0,4.0,5,89
46390,1.2489048561992182,4.0,4.0,5,89
0,0.8160467989592394,5.0,6.003,5,90
17,1.1705452928035054,5.0,6.003,5,90
298,1.2333567603867122,6.0,6.003,5,90
299,1.1705452928035054,5.0,6.003,5,90
302,1.2333567603867122,6.0,6.003,5,90
0,1.0919318892170062,5.0,5.0,5,91
165,1.1694474054283805,5.0,5.0,5,91
625,1.2232595877913293,6.0,5.0,5,91
1612,1.2783346474029862,5.0,5.0,5,91
0,0.9368004577514377,5.0,6.0,5,92
24,1.2086510798645582,5.0,6.0,5,92
529,1.2630542285281618,6.0,6.0,5,92
0,0.9637451843137563,5.0,5.0,5,93
46,1.2023788446161245,6.0,5.0,5,93
93,1.3368610990406513,5.0,5.0,5,93
0,1.1643040520721117,5.0,5.01,5,94
301,1.2545005247497643,5.0,5.01,5,94
0,1.0865954883144522,5.0,5.0,5,95
30,1.2815443538443274,5.0,5.0,5,95
0,0.9143058979521004,5.0,5.0,5,96
22,1.1738965780771398,5.0,5.0,5,96
130,1.3135979865508352,5.0,5.0,5,96
0,0.9919822304310303,5.0,6.007,5,97
63,1.1117667641129698,5.0,6.007,5,97
117,1.2559268856094878,6.0,6.007,5,97
0,0.9188506185524451,5.0,6.002,5,98
47,1.0615908905432994,5.0,6.002,5,98
94,1.0955272551440427,5.0,6.002,5,98
475,1.1120472354622486,4.0,6.002,5,98
476,1.0955272551440427,5.0,6.002,5,98
483,1.1120472354622486,4.0,6.002,5,98
502,1.0955272551440427,5.0,6.002,5,98
504,1.1120472354622486,4.0,6.002,5,98
512,1.2002877417046893,6.0,6.002,5,98
513,1.1120472354622486,4.0,6.002,5,98
514,1.2002877417046893,6.0,6.002,5,98
1632,1.3697738547147102,6.0,6.002,5,98
0,1.0073600991178133,5.0,7.0,5,99
87,1.1987451030167016,6.0,7.0,5,99
269,1.2692649512457232,7.0,7.0,5,99
0,1.0127568751938472,5.0,5.0,5,100
178,1.1629182605444086,6.0,5.0,5,100
179,1.0127568751938472,5.0,5.0,5,100
180,1.1629182605444086,6.0,5.0,5,100
451,1.2062863658106644,6.0,5.0,5,100
825,1.2573517878601437,6.0,5.0,5,100
1859,1.3441145807646078,5.0,5.0,5,100
0,0.9266441921740589,5.0,4.999,5,101
45,1.0423085745168512,5.0,4.999,5,101
114,1.1917869751430819,5.0,4.999,5,101
335,1.3827295442612202,5.0,4.999,5,101
0,1.083712131053763,5.0,6.008,5,102
208,1.2755609862668285,6.0,6.008,5,102
0,0.8366263284105057,5.0,4.002,5,103
19,1.111395215689449,6.0,4.002,5,103
3179,1.1663515297675433,5.0,4.002,5,103
4681,1.2539030781916736,4.0,4.002,5,103
0,0.8545686635286668,5.0,7.0,5,104
28,1.1079981208555365,5.0,7.0,5,104
245,1.1629471485277583,6.0,7.0,5,104
5660,1.1688130619651416,6.0,7.0,5,104
5661,1.1629471485277583,6.0,7.0,5,104
5870,1.1688130619651416,6.0,7.0,5,104
6223,1.2069732183251696,6.0,7.0,5,104
7558,1.2842474145991774,7.0,7.0,5,104
0,1.0820648750440562,5.0,6.0,5,105
121,1.2479770066465192,6.0,6.0,5,105
2903,1.2669221017226624,5.0,6.0,5,105
2945,1.2479770066465192,6.0,6.0,5,105
2946,1.2669221017226624,5.0,6.0,5,105
8051,1.2815516369373277,6.0,6.0,5,105
0,0.9273089687671432,5.0,7.0,5,106
45,1.207721279038132,5.0,7.0,5,106
16193,1.2788493046550713,6.0,7.0,5,106
24720,1.2963602864420796,7.0,7.0,5,106
0,1.086956483730615,5.0,4.0,5,107
515,1.2279777211717144,4.0,4.0,5,107
0,0.8465254367205861,5.0,5.0,5,108
20,1.1412382092044595,5.0,5.0,5,108
82,1.191079034145493,5.0,5.0,5,108
83,1.1412382092044595,5.0,5.0,5,108
86,1.191079034145493,5.0,5.0,5,108
4558,1.2797048262839477,5.0,5.0,5,108
0,0.977377424474827,5.0,4.0,5,109
75,1.066130651569796,5.0,4.0,5,109
116,1.2205142163332505,6.0,4.0,5,109
139,1.2402630524852678,4.0,4.0,5,109
142,1.2205142163332505,6.0,4.0,5,109
143,1.2402630524852678,4.0,4.0,5,109
145,1.2205142163332505,6.0,4.0,5,109
147,1.2402630524852678,4.0,4.0,5,109
148,1.2205142163332505,6.0,4.0,5,109
157,1.2402630524852678,4.0,4.0,5,109
167,1.2205142163332505,6.0,4.0,5,109
169,1.2402630524852678,4.0,4.0,5,109
170,1.2205142163332505,6.0,4.0,5,109
175,1.2402630524852678,4.0,4.0,5,109
176,1.2205142163332505,6.0,4.0,5,109
179,1.2402630524852678,4.0,4.0,5,109
180,1.2205142163332505,6.0,4.0,5,109
181,1.2402630524852678,4.0,4.0,5,109
0,1.0263065170695826,5.0,7.0,5,110
103,1.0965724801559074,6.0,7.0,5,110
165,1.1628366068858746,7.0,7.0,5,110
882,1.2386077687244108,8.0,7.0,5,110
15937,1.33611857597936,7.0,7.0,5,110
0,0.9663506226348453,5.0,5.001,5,111
45,1.195312371085351,5.0,5.001,5,111
106,1.291730784731458,5.0,5.001,5,111
0,1.0042971577077582,5.0,4.0,5,112
94,1.0791421866248212,5.0,4.0,5,112
