Loci,Replicate,loci_diff,Final_fitness,Max_fitness,Generation
1,1,0,1.0062124920065998,1.0062124920065998,1000
1,1,0,1.0062124920065998,1.0062124920065998,5000
1,1,0,1.0062124920065998,1.0062124920065998,10000
1,1,0,1.0062124920065998,1.0062124920065998,20000
1,1,0,1.0062124920065998,1.0062124920065998,30000
25,1,5,1.8679250253930373,1.954703957062536,1000
25,1,1,1.9532607325375702,1.954703957062536,5000
25,1,0,1.954703957062536,1.954703957062536,10000
25,1,0,1.954703957062536,1.954703957062536,20000
25,1,1,1.9532607325375702,1.954703957062536,30000
50,1,8,4.996146167291387,5.5371764384388955,1000
50,1,2,5.507331237692704,5.5371764384388955,5000
50,1,2,5.507331237692704,5.5371764384388955,10000
50,1,1,5.533088152432136,5.5371764384388955,20000
50,1,1,5.533088152432136,5.5371764384388955,30000
75,1,11,11.960046951120239,16.161783541152,1000
75,1,1,16.149850745758872,16.161783541152,5000
75,1,1,16.149850745758872,16.161783541152,10000
75,1,0,16.16178354115201,16.161783541152,20000
75,1,0,16.16178354115201,16.161783541152,30000
100,1,18,40.67334985248523,66.87227472862165,1000
100,1,2,66.4103270241706,66.87227472862165,5000
100,1,0,66.87227472862172,66.87227472862165,10000
100,1,0,66.87227472862172,66.87227472862165,20000
100,1,1,66.86354082996641,66.87227472862165,30000
25,2,2,1.5521286549938047,1.6154194283588397,1000
25,2,0,1.6154194283588397,1.6154194283588397,5000
25,2,0,1.6154194283588397,1.6154194283588397,10000
25,2,0,1.6154194283588397,1.6154194283588397,20000
25,2,0,1.6154194283588397,1.6154194283588397,30000
50,2,4,3.9999179637086653,4.191838630393044,1000
50,2,0,4.191838630393044,4.191838630393044,5000
50,2,0,4.191838630393044,4.191838630393044,10000
50,2,0,4.191838630393044,4.191838630393044,20000
50,2,0,4.191838630393044,4.191838630393044,30000
75,2,13,6.555071438036993,8.905372816228688,1000
75,2,2,8.87399022835912,8.905372816228688,5000
75,2,1,8.887238780948731,8.905372816228688,10000
75,2,0,8.905372816228684,8.905372816228688,20000
75,2,0,8.905372816228684,8.905372816228688,30000
100,2,22,9.62265399438572,17.388862579948725,1000
100,2,1,17.35345359101471,17.388862579948725,5000
100,2,1,17.35345359101471,17.388862579948725,10000
100,2,0,17.388862579948732,17.388862579948725,20000
100,2,0,17.388862579948732,17.388862579948725,30000
1,3,0,1.0686470343284427,1.0686470343284427,1000
1,3,0,1.0686470343284427,1.0686470343284427,5000
1,3,0,1.0686470343284427,1.0686470343284427,10000
1,3,0,1.0686470343284427,1.0686470343284427,20000
1,3,0,1.0686470343284427,1.0686470343284427,30000
25,3,2,1.8380126321426724,1.8536975841863723,1000
25,3,0,1.8536975841863725,1.8536975841863723,5000
25,3,0,1.8536975841863725,1.8536975841863723,10000
25,3,0,1.8536975841863725,1.8536975841863723,20000
25,3,0,1.8536975841863725,1.8536975841863723,30000
50,3,9,5.239534574304776,6.150370819632613,1000
50,3,2,6.110874430443248,6.150370819632613,5000
50,3,0,6.150370819632613,6.150370819632613,10000
50,3,0,6.150370819632613,6.150370819632613,20000
50,3,0,6.150370819632613,6.150370819632613,30000
75,3,13,17.664653697549756,22.354876858656773,1000
75,3,1,22.32281043194779,22.354876858656773,5000
75,3,1,22.32281043194779,22.354876858656773,10000
75,3,1,22.335419848326183,22.354876858656773,20000
75,3,1,22.335419848326183,22.354876858656773,30000
100,3,18,47.378665172614035,80.40506509438973,1000
100,3,1,80.2897299421014,80.40506509438973,5000
100,3,0,80.4050650943898,80.40506509438973,10000
100,3,0,80.4050650943898,80.40506509438973,20000
100,3,0,80.4050650943898,80.40506509438973,30000
25,4,4,3.6933699199480343,3.962281670360005,1000
25,4,0,3.962281670360005,3.962281670360005,5000
25,4,0,3.962281670360005,3.962281670360005,10000
25,4,0,3.962281670360005,3.962281670360005,20000
25,4,0,3.962281670360005,3.962281670360005,30000
50,4,10,11.085302373896107,14.722330155870631,1000
50,4,0,14.722330155870631,14.722330155870631,5000
50,4,0,14.722330155870631,14.722330155870631,10000
50,4,0,14.722330155870631,14.722330155870631,20000
