Loci,Replicate,Final_fitness,Final_genome_size
6,98,1.239092730370611,8.0
7,98,1.4006695190623542,6.0
8,98,1.328336132941628,8.0
9,98,1.6910226332229397,11.001
10,98,1.6910226332229397,11.001
5,99,1.2692649512457232,7.002
6,99,1.2692649512457232,7.002
7,99,1.1933496864859408,6.998
8,99,1.1933496864859408,7.0
9,99,1.4393608482893774,9.0
10,99,1.25537332680634,10.003
5,100,1.2877773852332546,5.0
6,100,1.1840270845329837,6.0
7,100,1.1625159141433794,7.0
8,100,1.2915481010019296,10.0
9,100,1.3053089322348614,9.0
10,100,1.3771580652742692,10.0
5,101,1.3658382520884906,6.0
6,101,1.6322862219253285,7.0
7,101,1.2401232467029797,7.998
8,101,1.3108334732119218,9.0
9,101,1.4547095938865007,10.0
10,101,1.362418216760785,10.0
5,102,1.3972439098799356,4.0
6,102,1.3324828291703346,7.0
7,102,1.2066619527020122,6.008
8,102,1.3186497777978439,7.0
9,102,1.4254985224147183,9.0
10,102,1.7511153220474722,10.0
5,103,1.4650764784495534,8.0
6,103,1.863612524036962,10.0
7,103,1.6329179261418816,8.009
8,103,1.4934143278868366,8.0
9,103,1.4217374979042288,10.0
10,103,1.5077377734932191,9.002
5,104,1.549429603276779,6.995
6,104,1.3902003610422409,7.007
7,104,1.7184217369027872,8.999
8,104,1.5732657010168385,7.001
9,104,1.7309992405376513,8.0
10,104,1.7298960715766272,11.0
5,105,1.5877604754202517,7.0
6,105,1.4828413255345174,7.999
7,105,1.441498682705604,6.0
8,105,1.4654428648273405,9.0
9,105,1.7451230463476857,10.0
10,105,1.2676407973060266,9.999
5,106,1.5060463072996608,6.998
6,106,1.3346633988410084,6.995
7,106,1.6901370940630192,7.995
8,106,1.5630743788159809,9.0
9,106,1.4542018122399138,9.0
10,106,1.5261227745287291,10.0
5,107,1.7800325461647433,7.0
6,107,1.3218512041658164,7.0
7,107,1.3800286484466033,6.0
8,107,1.4028203109510697,8.0
9,107,1.3455584689997622,7.001
10,107,1.244374183193909,9.0
5,108,1.3578764990862375,7.0
6,108,1.2854384908584624,8.0
7,108,1.4867507041127062,7.0
8,108,1.2873347496420835,9.0
9,108,1.3276377612146573,8.0
10,108,1.244871589772323,11.0
5,109,1.3468684053775084,3.0
6,109,1.4254259492789616,6.0
7,109,1.3603423149892409,9.001
8,109,1.6872757075129898,10.001
9,109,1.4605248785388005,8.003
10,109,1.6271357098525752,10.0
5,110,1.5796078621635519,3.999
6,110,1.3849040100257697,6.999
7,110,1.5505381379885,5.996
8,110,1.8083957821436685,9.998
9,110,1.5441315886573086,9.998
10,110,1.8896561937458607,12.002
5,111,1.3587681758705719,5.0
6,111,1.730228875938443,6.0
7,111,1.3907489038263596,7.0
8,111,1.5132485677769094,8.0
9,111,1.6787277698221976,7.001
10,111,1.392249692170711,10.003
5,112,1.4569649859901077,7.0
6,112,1.426782845974746,5.0
7,112,1.4152412179748213,8.0
8,112,1.5737482663552027,10.0
9,112,1.6893193764935457,10.0
10,112,1.6965915982502113,9.0
5,113,1.5788286540726928,6.0
6,113,1.5555193275996584,7.001
7,113,1.59374769670007,8.999
8,113,1.6479068658078295,6.0
9,113,1.568878357250241,11.999
10,113,1.5175843331822552,10.0
5,114,1.7482901944341178,10.0
6,114,1.4450618640005566,5.0
7,114,1.5327914498764004,8.998
8,114,1.4889244718832033,6.0
9,114,1.5310921906455262,8.0
10,114,1.688084727713579,10.999
5,115,1.2578581442557146,6.001
6,115,1.3966206840403559,6.997
7,115,1.2407288366199738,7.005
8,115,1.3898467880318373,6.994
9,115,1.2065853375675155,10.0
10,115,1.3379163897936732,9.0
5,116,1.2308898287201397,5.0
6,116,1.362753621232119,7.0
7,116,1.3436939214013823,7.002
8,116,1.2732019471794067,7.997
9,116,1.7606166433615622,10.0
